,Location,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time,Cuisine1,Cuisine2,Cuisine3,Cuisine4,Cuisine5,Cuisine6,Cuisine7,Cuisine8
8303,19,200.0,50.0,3.4,210.0,48.0,65,73,29,14,69,69,69,69,69
8304,4,200.0,50.0,0.0,0.0,0.0,30,73,26,69,69,69,69,69,69
8305,27,200.0,0.0,3.4,400.0,84.0,30,77,31,69,69,69,69,69,69
8306,17,150.0,50.0,0.0,0.0,0.0,30,29,69,69,69,69,69,69,69
8307,29,100.0,50.0,3.2,11.0,5.0,30,92,31,69,69,69,69,69,69
8308,4,300.0,99.0,4.1,421.0,119.0,45,73,26,68,69,69,69,69,69
8309,19,750.0,50.0,4.3,2707.0,1329.0,45,28,73,30,32,69,69,69,69
8310,7,200.0,50.0,3.3,26.0,14.0,65,73,69,69,69,69,69,69,69
8311,30,150.0,50.0,3.7,29.0,11.0,45,65,92,69,69,69,69,69,69
8312,16,400.0,50.0,3.6,54.0,23.0,30,28,47,26,69,69,69,69,69
8313,4,500.0,50.0,3.1,5.0,3.0,30,73,26,31,69,69,69,69,69
8314,4,150.0,99.0,3.6,116.0,28.0,45,83,73,69,69,69,69,69,69
8315,26,200.0,50.0,4.0,52.0,34.0,65,31,28,29,69,69,69,69,69
8316,14,500.0,99.0,3.4,43.0,6.0,45,26,73,8,69,69,69,69,69
8317,6,100.0,50.0,3.1,5.0,0.0,30,77,31,69,69,69,69,69,69
8318,28,150.0,50.0,4.7,116.0,98.0,30,73,31,69,69,69,69,69,69
8319,14,250.0,50.0,3.4,32.0,12.0,45,68,73,26,69,69,69,69,69
8320,24,200.0,50.0,4.3,144.0,86.0,45,29,14,69,69,69,69,69,69
8321,15,250.0,50.0,3.7,232.0,119.0,30,73,88,26,31,69,69,69,69
8322,28,200.0,50.0,2.9,28.0,17.0,65,39,69,69,69,69,69,69,69
8323,14,200.0,99.0,3.6,227.0,76.0,45,26,73,88,69,69,69,69,69
8324,21,200.0,50.0,3.0,16.0,8.0,30,73,88,26,69,69,69,69,69
8325,19,100.0,50.0,4.0,304.0,108.0,30,92,65,69,69,69,69,69,69
8326,26,200.0,50.0,3.8,176.0,62.0,30,68,16,51,73,69,69,69,69
8327,29,200.0,50.0,3.8,280.0,99.0,30,73,26,68,69,69,69,69,69
8328,17,200.0,50.0,4.2,230.0,103.0,45,9,29,69,69,69,69,69,69
8329,10,100.0,50.0,3.6,44.0,7.0,30,88,92,69,69,69,69,69,69
8330,27,150.0,50.0,3.2,7.0,2.0,30,31,49,69,69,69,69,69,69
8331,7,100.0,50.0,4.0,1483.0,926.0,30,73,26,69,69,69,69,69,69
8332,15,200.0,50.0,3.9,37.0,22.0,45,5,16,73,29,69,69,69,69
8333,4,150.0,50.0,3.4,5.0,5.0,30,67,26,69,69,69,69,69,69
8334,28,100.0,50.0,4.1,205.0,116.0,45,9,69,69,69,69,69,69,69
8335,17,150.0,50.0,3.3,5.0,1.0,30,88,16,69,69,69,69,69,69
8336,14,100.0,50.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
8337,16,200.0,50.0,4.0,30.0,14.0,30,73,31,69,69,69,69,69,69
8338,7,50.0,50.0,3.8,81.0,57.0,30,73,69,69,69,69,69,69,69
8339,31,100.0,99.0,0.0,0.0,0.0,45,9,69,69,69,69,69,69,69
8340,10,850.0,50.0,4.4,2649.0,1131.0,45,47,62,84,49,69,69,69,69
8341,32,200.0,50.0,0.0,0.0,0.0,30,29,69,69,69,69,69,69,69
8342,3,250.0,50.0,4.3,112.0,33.0,30,73,26,88,69,69,69,69,69
8343,21,500.0,99.0,3.1,46.0,32.0,30,73,26,86,69,69,69,69,69
8344,15,200.0,50.0,3.4,31.0,6.0,30,26,69,69,69,69,69,69,69
8345,17,250.0,50.0,3.8,335.0,125.0,30,16,73,51,69,69,69,69,69
8346,28,100.0,50.0,3.2,5.0,3.0,30,101,20,73,16,69,69,69,69
8347,5,300.0,99.0,4.1,803.0,554.0,45,22,26,47,69,69,69,69,69
8348,29,150.0,50.0,2.9,38.0,14.0,30,26,31,69,69,69,69,69,69
8349,8,150.0,50.0,4.2,237.0,143.0,30,29,14,69,69,69,69,69,69
8350,17,150.0,50.0,3.8,59.0,21.0,30,73,26,69,69,69,69,69,69
8351,21,200.0,50.0,3.9,462.0,185.0,30,20,31,69,69,69,69,69,69
8352,14,150.0,50.0,3.6,425.0,84.0,30,73,88,26,69,69,69,69,69
8353,12,150.0,50.0,0.0,0.0,0.0,30,16,69,69,69,69,69,69,69
8354,20,100.0,50.0,0.0,0.0,0.0,30,29,69,69,69,69,69,69,69
8355,10,550.0,50.0,4.1,432.0,258.0,45,26,48,73,28,69,69,69,69
8356,30,100.0,50.0,0.0,0.0,0.0,30,92,14,69,69,69,69,69,69
8357,17,100.0,50.0,3.4,287.0,116.0,45,92,65,69,69,69,69,69,69
8358,28,200.0,50.0,3.5,0.0,0.0,30,73,83,69,69,69,69,69,69
8359,1,200.0,50.0,3.3,0.0,0.0,30,77,31,69,69,69,69,69,69
8360,28,150.0,50.0,3.6,112.0,44.0,45,20,31,29,69,69,69,69,69
8361,6,300.0,50.0,4.5,108.0,88.0,30,73,26,83,16,31,69,69,69
8362,29,250.0,50.0,3.5,22.0,8.0,30,26,31,73,69,69,69,69,69
8363,1,200.0,50.0,3.8,40.0,20.0,30,73,69,69,69,69,69,69,69
8364,28,250.0,50.0,3.5,22.0,8.0,30,26,31,73,69,69,69,69,69
8365,28,200.0,50.0,2.4,26.0,8.0,120,9,69,69,69,69,69,69,69
8366,17,100.0,99.0,3.6,9.0,4.0,45,14,69,69,69,69,69,69,69
8367,27,500.0,50.0,3.6,277.0,116.0,65,73,68,26,16,69,69,69,69
8368,8,200.0,50.0,3.7,104.0,45.0,30,77,31,69,69,69,69,69,69
8369,21,300.0,50.0,4.3,195.0,96.0,45,16,73,68,69,69,69,69,69
8370,29,350.0,50.0,3.3,51.0,16.0,30,73,68,69,69,69,69,69,69
8371,30,150.0,50.0,3.0,9.0,1.0,30,73,26,69,69,69,69,69,69
8372,8,200.0,50.0,3.3,13.0,5.0,30,73,69,69,69,69,69,69,69
8373,27,100.0,50.0,3.3,22.0,8.0,30,68,69,69,69,69,69,69,69
8374,30,150.0,50.0,3.7,15.0,4.0,30,65,29,69,69,69,69,69,69
8375,30,150.0,50.0,0.0,0.0,0.0,30,73,88,69,69,69,69,69,69
8376,5,50.0,50.0,3.0,5.0,3.0,30,92,69,69,69,69,69,69,69
8377,10,300.0,50.0,3.8,18.0,15.0,30,73,16,41,68,69,69,69,69
8378,14,250.0,50.0,3.8,164.0,109.0,45,22,26,47,62,69,69,69,69
8379,5,150.0,50.0,3.6,38.0,21.0,30,31,29,69,69,69,69,69,69
8380,4,150.0,50.0,3.0,9.0,1.0,30,26,69,69,69,69,69,69,69
8381,17,100.0,50.0,4.0,160.0,63.0,45,42,69,69,69,69,69,69,69
8382,28,100.0,50.0,3.8,67.0,28.0,30,9,69,69,69,69,69,69,69
8383,34,150.0,50.0,0.0,0.0,0.0,30,20,92,69,69,69,69,69,69
8384,5,200.0,50.0,3.5,208.0,105.0,30,77,31,69,69,69,69,69,69
8385,16,250.0,50.0,4.0,60.0,32.0,65,39,73,88,69,69,69,69,69
8386,8,100.0,50.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
8387,6,350.0,50.0,3.7,113.0,68.0,45,26,73,68,69,69,69,69,69
8388,4,250.0,50.0,2.7,468.0,211.0,45,56,68,83,51,69,69,69,69
8389,7,100.0,50.0,3.8,406.0,114.0,45,65,92,73,69,69,69,69,69
8390,7,200.0,50.0,3.3,9.0,9.0,30,73,69,69,69,69,69,69,69
8391,15,200.0,50.0,3.8,80.0,35.0,30,31,69,69,69,69,69,69,69
8392,26,200.0,50.0,0.0,0.0,0.0,30,14,29,42,69,69,69,69,69
8393,19,300.0,50.0,3.3,51.0,14.0,45,77,31,69,69,69,69,69,69
8394,18,150.0,50.0,3.8,287.0,26.0,45,73,69,69,69,69,69,69,69
8395,19,100.0,50.0,3.6,21.0,11.0,30,29,42,69,69,69,69,69,69
8396,17,200.0,50.0,0.0,0.0,0.0,30,28,69,69,69,69,69,69,69
8397,14,100.0,50.0,3.9,135.0,26.0,65,73,69,69,69,69,69,69,69
8398,30,200.0,50.0,4.1,112.0,22.0,45,65,92,69,69,69,69,69,69
8399,19,150.0,50.0,4.0,168.0,72.0,30,26,31,83,69,69,69,69,69
8400,17,300.0,50.0,0.0,0.0,0.0,30,73,68,26,83,55,4,51,69
8401,17,200.0,50.0,3.5,61.0,16.0,65,73,26,2,69,69,69,69,69
8402,28,300.0,50.0,3.8,735.0,464.0,45,73,68,26,69,69,69,69,69
8403,17,300.0,50.0,0.0,0.0,0.0,30,73,31,26,69,69,69,69,69
8404,27,150.0,50.0,0.0,0.0,0.0,30,20,31,69,69,69,69,69,69
8405,29,200.0,50.0,4.0,150.0,84.0,65,22,2,31,14,69,69,69,69
8406,34,150.0,50.0,0.0,0.0,0.0,45,29,9,69,69,69,69,69,69
8407,14,200.0,50.0,4.2,157.0,102.0,45,22,31,14,29,95,69,69,69
8408,8,250.0,50.0,3.7,106.0,51.0,30,73,68,69,69,69,69,69,69
8409,14,200.0,50.0,4.0,62.0,49.0,30,26,69,69,69,69,69,69,69
8410,5,250.0,50.0,4.0,1597.0,288.0,65,73,26,88,69,69,69,69,69
8411,7,800.0,50.0,4.8,475.0,296.0,30,47,5,30,69,69,69,69,69
8412,29,200.0,50.0,3.8,680.0,158.0,45,2,31,69,69,69,69,69,69
8413,1,200.0,50.0,3.4,36.0,3.0,30,39,31,69,69,69,69,69,69
8414,5,200.0,50.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
8415,5,150.0,50.0,4.0,94.0,49.0,45,28,31,14,69,69,69,69,69
8416,15,150.0,50.0,3.1,5.0,1.0,30,31,9,14,69,69,69,69,69
8417,10,400.0,50.0,4.1,773.0,449.0,45,22,39,47,84,85,93,14,69
8418,15,100.0,50.0,4.2,342.0,112.0,30,42,29,69,69,69,69,69,69
8419,28,200.0,50.0,3.8,460.0,110.0,45,73,26,31,69,69,69,69,69
8420,28,100.0,99.0,3.5,19.0,7.0,45,9,69,69,69,69,69,69,69
8421,32,200.0,50.0,0.0,0.0,0.0,30,51,16,69,69,69,69,69,69
8422,34,400.0,50.0,4.4,245.0,120.0,30,22,84,39,85,47,14,29,69
8423,30,150.0,50.0,3.3,246.0,43.0,65,73,26,31,69,69,69,69,69
8424,21,350.0,50.0,4.6,332.0,202.0,30,42,29,31,69,69,69,69,69
8425,20,150.0,50.0,3.3,4.0,2.0,30,73,68,69,69,69,69,69,69
8426,28,250.0,50.0,0.0,0.0,0.0,30,73,68,51,69,69,69,69,69
8427,11,150.0,50.0,3.6,0.0,0.0,30,16,73,69,69,69,69,69,69
8428,9,300.0,50.0,3.3,51.0,14.0,45,77,31,69,69,69,69,69,69
8429,17,200.0,50.0,0.0,0.0,0.0,65,9,69,69,69,69,69,69,69
8430,34,200.0,50.0,3.7,51.0,29.0,30,73,92,14,26,69,69,69,69
8431,16,100.0,50.0,3.9,105.0,35.0,30,31,29,69,69,69,69,69,69
8432,15,150.0,50.0,4.1,40.0,31.0,45,9,29,42,69,69,69,69,69
8433,21,100.0,50.0,3.5,34.0,13.0,30,65,69,69,69,69,69,69,69
8434,32,200.0,50.0,0.0,0.0,0.0,45,31,69,69,69,69,69,69,69
8435,9,150.0,50.0,3.5,85.0,40.0,30,67,31,69,69,69,69,69,69
8436,17,150.0,50.0,3.8,75.0,32.0,45,65,92,31,69,69,69,69,69
8437,34,200.0,50.0,3.7,61.0,24.0,45,73,26,69,69,69,69,69,69
8438,26,200.0,50.0,3.4,23.0,14.0,30,73,26,13,69,69,69,69,69
8439,28,200.0,50.0,0.0,0.0,0.0,30,73,26,69,69,69,69,69,69
8440,8,200.0,50.0,3.5,34.0,6.0,30,16,69,69,69,69,69,69,69
8441,30,200.0,50.0,0.0,0.0,0.0,30,16,26,69,69,69,69,69,69
8442,15,100.0,50.0,4.0,58.0,30.0,30,14,69,69,69,69,69,69,69
8443,10,100.0,50.0,3.7,68.0,19.0,30,51,69,69,69,69,69,69,69
8444,16,100.0,50.0,3.5,14.0,8.0,30,31,92,69,69,69,69,69,69
8445,30,100.0,50.0,0.0,0.0,0.0,30,88,73,69,69,69,69,69,69
8446,29,250.0,50.0,3.5,22.0,1.0,30,73,69,69,69,69,69,69,69
8447,4,250.0,50.0,4.6,655.0,499.0,45,39,28,84,49,69,69,69,69
8448,26,150.0,99.0,3.2,7.0,2.0,65,31,83,69,69,69,69,69,69
8449,5,200.0,50.0,3.9,160.0,78.0,65,31,69,69,69,69,69,69,69
8450,26,100.0,99.0,3.0,58.0,11.0,30,65,73,92,69,69,69,69,69
8451,4,200.0,50.0,4.3,1037.0,381.0,45,73,88,26,69,69,69,69,69
8452,6,200.0,50.0,3.5,18.0,9.0,30,73,26,69,69,69,69,69,69
8453,27,100.0,50.0,3.0,10.0,3.0,120,9,29,31,69,69,69,69,69
8454,6,200.0,50.0,3.5,24.0,4.0,45,73,69,69,69,69,69,69,69
8455,4,200.0,50.0,3.9,251.0,104.0,30,73,88,26,69,69,69,69,69
8456,17,150.0,50.0,4.0,30.0,22.0,30,77,69,69,69,69,69,69,69
8457,28,150.0,50.0,3.7,72.0,18.0,30,68,69,69,69,69,69,69,69
8458,28,150.0,50.0,2.8,18.0,6.0,30,73,26,67,83,69,69,69,69
8459,6,550.0,50.0,4.3,3055.0,2098.0,30,73,26,68,8,69,69,69,69
8460,21,350.0,50.0,3.8,1710.0,895.0,30,73,55,61,68,69,69,69,69
8461,19,100.0,50.0,3.7,37.0,18.0,30,14,42,69,69,69,69,69,69
8462,28,150.0,50.0,3.1,4.0,0.0,30,73,26,69,69,69,69,69,69
8463,5,250.0,50.0,4.3,386.0,230.0,65,77,47,69,69,69,69,69,69
8464,19,550.0,50.0,4.1,302.0,186.0,30,5,73,2,92,39,47,69,69
8465,17,150.0,50.0,3.3,6.0,1.0,30,86,73,69,69,69,69,69,69
8466,14,150.0,50.0,3.8,224.0,33.0,65,31,77,69,69,69,69,69,69
8467,4,200.0,50.0,3.8,142.0,123.0,30,77,31,69,69,69,69,69,69
8468,32,100.0,50.0,3.2,8.0,3.0,45,31,26,69,69,69,69,69,69
8469,18,50.0,50.0,4.2,425.0,131.0,65,64,69,69,69,69,69,69,69
8470,9,200.0,50.0,3.0,4.0,3.0,30,83,26,73,69,69,69,69,69
8471,29,150.0,50.0,2.8,18.0,6.0,30,73,26,67,83,69,69,69,69
8472,5,200.0,50.0,2.9,122.0,47.0,45,26,31,73,69,69,69,69,69
8473,28,250.0,99.0,3.4,31.0,21.0,120,9,29,69,69,69,69,69,69
8474,5,250.0,50.0,3.5,19.0,5.0,30,73,68,69,69,69,69,69,69
8475,4,200.0,50.0,0.0,0.0,0.0,30,26,69,69,69,69,69,69,69
8476,14,150.0,50.0,4.1,168.0,71.0,30,31,14,20,49,69,69,69,69
8477,29,150.0,50.0,3.9,115.0,57.0,45,9,31,69,69,69,69,69,69
8478,17,200.0,50.0,3.7,80.0,23.0,45,73,26,68,69,69,69,69,69
8479,16,100.0,50.0,4.0,83.0,27.0,30,88,69,69,69,69,69,69,69
8480,29,300.0,50.0,3.6,38.0,22.0,30,73,16,68,69,69,69,69,69
8481,28,200.0,50.0,3.4,50.0,18.0,30,68,73,26,69,69,69,69,69
8482,23,250.0,50.0,4.3,112.0,33.0,30,73,26,88,69,69,69,69,69
8483,10,150.0,50.0,3.6,44.0,14.0,30,31,9,29,69,69,69,69,69
8484,4,250.0,50.0,0.0,0.0,0.0,30,9,29,31,69,69,69,69,69
8485,17,200.0,50.0,3.1,59.0,31.0,45,73,31,14,67,69,69,69,69
8486,21,200.0,50.0,3.5,75.0,38.0,45,39,84,49,69,69,69,69,69
8487,17,200.0,50.0,0.0,0.0,0.0,30,26,41,13,73,69,69,69,69
8488,1,100.0,50.0,0.0,0.0,0.0,30,73,26,14,69,69,69,69,69
8489,14,200.0,50.0,3.3,8.0,5.0,30,73,26,69,69,69,69,69,69
8490,5,100.0,50.0,3.4,17.0,1.0,30,73,92,69,69,69,69,69,69
8491,5,100.0,50.0,3.6,73.0,33.0,30,92,69,69,69,69,69,69,69
8492,10,300.0,50.0,3.4,53.0,15.0,30,88,73,26,31,69,69,69,69
8493,20,100.0,50.0,3.7,99.0,24.0,30,92,49,29,69,69,69,69,69
8494,15,150.0,50.0,3.3,5.0,3.0,30,14,31,69,69,69,69,69,69
8495,3,100.0,99.0,3.8,418.0,30.0,45,88,31,69,69,69,69,69,69
8496,8,50.0,50.0,0.0,0.0,0.0,30,49,69,69,69,69,69,69,69
8497,4,200.0,50.0,0.0,0.0,0.0,45,14,29,69,69,69,69,69,69
8498,16,300.0,50.0,4.0,242.0,62.0,65,16,73,68,69,69,69,69,69
8499,2,200.0,50.0,3.8,133.0,99.0,30,73,26,69,69,69,69,69,69
8500,27,200.0,99.0,3.5,94.0,39.0,45,22,31,28,69,69,69,69,69
8501,17,250.0,50.0,2.8,24.0,15.0,30,73,26,74,13,14,69,69,69
8502,27,200.0,50.0,3.7,238.0,131.0,45,31,69,69,69,69,69,69,69
8503,18,100.0,50.0,4.0,225.0,96.0,45,64,31,69,69,69,69,69,69
8504,17,200.0,50.0,3.7,25.0,13.0,30,73,26,31,68,69,69,69,69
8505,5,200.0,50.0,3.5,34.0,6.0,30,16,69,69,69,69,69,69,69
8506,17,300.0,50.0,2.9,69.0,29.0,30,26,31,14,69,69,69,69,69
8507,5,200.0,50.0,4.6,76.0,67.0,30,26,97,5,48,69,69,69,69
8508,14,200.0,99.0,2.9,6.0,1.0,45,9,29,69,69,69,69,69,69
8509,10,150.0,50.0,0.0,0.0,0.0,30,31,26,14,69,69,69,69,69
8510,8,200.0,50.0,3.5,6.0,5.0,30,31,14,101,47,20,69,69,69
8511,28,100.0,50.0,3.0,4.0,2.0,30,14,92,69,69,69,69,69,69
8512,28,150.0,50.0,3.3,27.0,9.0,30,26,73,69,69,69,69,69,69
8513,17,400.0,50.0,4.7,3651.0,2031.0,30,22,73,26,29,69,69,69,69
8514,11,100.0,50.0,0.0,0.0,0.0,30,16,73,69,69,69,69,69,69
8515,14,200.0,50.0,3.2,4.0,3.0,30,14,31,69,69,69,69,69,69
8516,19,100.0,50.0,3.9,59.0,45.0,30,92,69,69,69,69,69,69,69
8517,15,150.0,50.0,0.0,0.0,0.0,30,77,69,69,69,69,69,69,69
8518,8,250.0,50.0,3.6,215.0,62.0,65,73,26,31,68,69,69,69,69
8519,18,150.0,50.0,4.1,260.0,123.0,45,92,69,69,69,69,69,69,69
8520,6,100.0,50.0,0.0,0.0,0.0,30,31,69,69,69,69,69,69,69
8521,4,150.0,50.0,0.0,0.0,0.0,30,16,69,69,69,69,69,69,69
8522,4,100.0,50.0,0.0,0.0,0.0,30,92,69,69,69,69,69,69,69
8523,31,550.0,50.0,3.7,488.0,290.0,65,26,69,69,69,69,69,69,69
8524,29,200.0,50.0,3.1,6.0,2.0,30,65,9,69,69,69,69,69,69
8525,24,200.0,50.0,3.9,440.0,122.0,45,83,31,73,69,69,69,69,69
8526,1,200.0,50.0,3.3,22.0,2.0,65,77,31,69,69,69,69,69,69
8527,17,150.0,50.0,4.0,102.0,63.0,45,22,88,69,69,69,69,69,69
8528,12,150.0,50.0,0.0,0.0,0.0,30,88,69,69,69,69,69,69,69
8529,17,200.0,50.0,4.1,470.0,308.0,30,22,31,92,69,69,69,69,69
8530,31,200.0,50.0,2.6,26.0,12.0,120,9,29,69,69,69,69,69,69
8531,34,300.0,50.0,2.8,19.0,4.0,45,26,73,92,31,14,69,69,69
8532,10,600.0,50.0,4.2,301.0,190.0,30,61,28,69,69,69,69,69,69
8533,5,150.0,50.0,3.5,37.0,13.0,65,39,2,84,69,69,69,69,69
8534,27,100.0,50.0,3.3,17.0,10.0,45,67,29,69,69,69,69,69,69
8535,8,200.0,50.0,3.6,25.0,15.0,30,73,69,69,69,69,69,69,69
8536,14,100.0,50.0,2.6,4.0,2.0,30,72,67,31,14,98,69,69,69
8537,26,200.0,50.0,3.8,391.0,167.0,65,73,85,69,69,69,69,69,69
8538,1,200.0,50.0,3.3,15.0,9.0,30,31,69,69,69,69,69,69,69
8539,19,150.0,50.0,3.7,56.0,24.0,45,65,69,69,69,69,69,69,69
8540,28,100.0,50.0,0.0,0.0,0.0,30,73,26,69,69,69,69,69,69
8541,29,150.0,50.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
8542,26,650.0,50.0,4.2,819.0,561.0,45,73,69,69,69,69,69,69,69
8543,23,200.0,50.0,0.0,0.0,0.0,30,73,26,16,69,69,69,69,69
8544,26,100.0,50.0,3.0,7.0,4.0,30,3,69,69,69,69,69,69,69
8545,29,150.0,50.0,3.5,177.0,63.0,30,73,69,69,69,69,69,69,69
8546,20,100.0,50.0,0.0,0.0,0.0,30,31,69,69,69,69,69,69,69
8547,20,100.0,50.0,3.5,26.0,3.0,30,88,69,69,69,69,69,69,69
8548,19,400.0,50.0,3.5,77.0,12.0,65,47,77,69,69,69,69,69,69
8549,5,400.0,50.0,3.9,793.0,513.0,45,73,28,26,47,55,67,69,69
8550,5,600.0,50.0,4.7,437.0,364.0,30,73,28,26,69,69,69,69,69
8551,24,500.0,50.0,4.2,1973.0,1079.0,30,16,73,68,56,69,69,69,69
8552,32,200.0,50.0,3.9,782.0,316.0,65,20,31,14,69,69,69,69,69
8553,4,250.0,99.0,2.8,45.0,7.0,45,73,68,26,69,69,69,69,69
8554,33,150.0,50.0,3.1,5.0,0.0,30,13,26,73,69,69,69,69,69
8555,28,100.0,50.0,3.4,14.0,12.0,30,9,69,69,69,69,69,69,69
8556,4,100.0,50.0,3.3,14.0,9.0,30,31,92,69,69,69,69,69,69
8557,4,100.0,50.0,3.2,7.0,1.0,30,73,26,69,69,69,69,69,69
8558,12,100.0,99.0,2.9,72.0,9.0,45,88,69,69,69,69,69,69,69
8559,31,100.0,0.0,0.0,0.0,0.0,30,42,14,69,69,69,69,69,69
8560,28,100.0,50.0,2.9,41.0,17.0,45,26,31,67,69,69,69,69,69
8561,16,200.0,50.0,3.8,67.0,48.0,30,28,73,69,69,69,69,69,69
8562,8,100.0,50.0,3.1,6.0,0.0,30,73,69,69,69,69,69,69,69
8563,27,600.0,50.0,4.0,762.0,393.0,30,73,68,26,69,69,69,69,69
8564,19,200.0,50.0,3.3,30.0,26.0,30,73,16,51,8,69,69,69,69
8565,25,200.0,50.0,4.9,568.0,463.0,45,88,28,69,69,69,69,69,69
8566,8,300.0,50.0,4.7,399.0,321.0,30,22,31,69,69,69,69,69,69
8567,30,200.0,50.0,3.9,78.0,41.0,30,62,31,39,69,69,69,69,69
8568,17,150.0,50.0,3.9,56.0,37.0,45,9,29,69,69,69,69,69,69
8569,31,250.0,50.0,2.8,19.0,6.0,45,9,69,69,69,69,69,69,69
8570,10,250.0,50.0,0.0,0.0,0.0,30,73,92,26,69,69,69,69,69
8571,19,100.0,50.0,2.9,4.0,2.0,30,77,69,69,69,69,69,69,69
8572,14,100.0,50.0,3.7,120.0,17.0,30,26,31,69,69,69,69,69,69
8573,28,150.0,50.0,0.0,0.0,0.0,30,9,69,69,69,69,69,69,69
8574,8,50.0,50.0,3.6,20.0,4.0,30,73,69,69,69,69,69,69,69
8575,9,150.0,50.0,3.7,27.0,7.0,45,42,29,14,69,69,69,69,69
8576,24,200.0,50.0,4.0,307.0,179.0,45,22,47,31,69,69,69,69,69
8577,10,350.0,50.0,3.8,263.0,160.0,30,73,26,69,69,69,69,69,69
8578,25,100.0,50.0,3.7,124.0,35.0,30,88,69,69,69,69,69,69,69
8579,28,400.0,50.0,3.7,34.0,27.0,30,73,26,69,69,69,69,69,69
8580,23,100.0,50.0,3.3,37.0,5.0,30,88,92,69,69,69,69,69,69
8581,17,150.0,50.0,3.4,16.0,5.0,30,29,14,31,69,69,69,69,69
8582,28,200.0,50.0,0.0,0.0,0.0,30,31,14,69,69,69,69,69,69
8583,14,200.0,50.0,2.9,9.0,3.0,30,31,26,69,69,69,69,69,69
8584,29,200.0,50.0,3.2,8.0,4.0,30,73,26,69,69,69,69,69,69
8585,14,100.0,50.0,3.4,24.0,6.0,30,73,69,69,69,69,69,69,69
8586,15,200.0,50.0,3.7,56.0,35.0,30,9,31,69,69,69,69,69,69
8587,4,250.0,99.0,2.9,70.0,43.0,65,13,69,69,69,69,69,69,69
8588,28,200.0,99.0,2.9,127.0,44.0,45,73,26,31,69,69,69,69,69
8589,25,150.0,50.0,3.7,304.0,127.0,65,83,85,31,69,69,69,69,69
8590,6,350.0,50.0,3.8,166.0,97.0,30,73,26,67,69,69,69,69,69
8591,14,200.0,50.0,2.7,7.0,3.0,65,16,69,69,69,69,69,69,69
8592,7,100.0,50.0,0.0,0.0,0.0,30,31,69,69,69,69,69,69,69
8593,15,100.0,50.0,2.6,109.0,55.0,30,88,31,69,69,69,69,69,69
8594,28,200.0,50.0,0.0,0.0,0.0,30,20,85,101,83,14,69,69,69
8595,14,250.0,50.0,0.0,0.0,0.0,30,73,26,31,69,69,69,69,69
8596,10,150.0,50.0,2.9,4.0,2.0,30,73,88,92,31,69,69,69,69
8597,9,100.0,50.0,0.0,0.0,0.0,30,31,69,69,69,69,69,69,69
8598,8,100.0,50.0,3.5,43.0,14.0,30,14,42,69,69,69,69,69,69
8599,24,100.0,50.0,0.0,0.0,0.0,30,67,31,26,69,69,69,69,69
8600,17,200.0,50.0,3.9,142.0,76.0,30,16,69,69,69,69,69,69,69
8601,2,100.0,50.0,3.7,36.0,11.0,65,85,31,69,69,69,69,69,69
8602,15,100.0,50.0,4.0,61.0,32.0,45,29,69,69,69,69,69,69,69
8603,15,100.0,50.0,3.0,4.0,0.0,30,88,69,69,69,69,69,69,69
8604,10,100.0,50.0,3.6,58.0,25.0,30,57,69,69,69,69,69,69,69
8605,19,200.0,99.0,3.8,178.0,84.0,45,14,29,42,69,69,69,69,69
8606,16,250.0,50.0,4.1,313.0,170.0,45,22,28,47,69,69,69,69,69
8607,6,250.0,50.0,3.3,13.0,1.0,30,31,73,69,69,69,69,69,69
8608,15,100.0,0.0,0.0,0.0,0.0,30,16,41,73,68,69,69,69,69
8609,8,500.0,50.0,3.8,90.0,60.0,45,73,31,26,28,69,69,69,69
8610,1,100.0,50.0,3.1,6.0,1.0,30,73,26,31,69,69,69,69,69
8611,5,600.0,50.0,4.2,713.0,560.0,30,73,26,28,47,69,69,69,69
8612,28,150.0,50.0,3.7,79.0,12.0,30,9,69,69,69,69,69,69,69
8613,17,200.0,50.0,3.6,69.0,19.0,30,52,69,69,69,69,69,69,69
8614,6,200.0,50.0,3.3,20.0,5.0,30,26,69,69,69,69,69,69,69
8615,28,150.0,50.0,0.0,0.0,0.0,30,77,69,69,69,69,69,69,69
8616,4,100.0,50.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
8617,27,200.0,50.0,3.2,24.0,2.0,45,26,31,69,69,69,69,69,69
8618,26,200.0,50.0,2.9,108.0,71.0,45,3,88,41,69,69,69,69,69
8619,4,300.0,99.0,3.9,121.0,76.0,45,16,41,69,69,69,69,69,69
8620,4,200.0,50.0,4.7,407.0,360.0,65,83,31,14,69,69,69,69,69
8621,8,200.0,50.0,3.5,551.0,75.0,45,88,73,28,26,69,69,69,69
8622,4,350.0,50.0,0.0,0.0,0.0,30,39,26,73,69,69,69,69,69
8623,21,150.0,50.0,0.0,0.0,0.0,45,29,9,69,69,69,69,69,69
8624,31,250.0,50.0,0.0,0.0,0.0,30,26,69,69,69,69,69,69,69
8625,1,100.0,50.0,0.0,0.0,0.0,30,65,69,69,69,69,69,69,69
